10240 32 8 32 320.11438995992916
20480 32 8 32 336.7490625905658
30720 32 8 32 345.2834418091234
40960 32 8 32 349.38636119291453
51200 32 8 32 351.42401628807863
61440 32 8 32 351.58840432498204
71680 32 8 32 350.6589900704204
81920 32 8 32 349.92485451029853
92160 32 8 32 350.57920167789933
102400 32 8 32 349.39972216059925
112640 32 8 32 348.9596401302147
122880 32 8 32 349.9997003192262
133120 32 8 32 349.5688683394205
143360 32 8 32 348.7841170739896
153600 32 8 32 348.6589897733073
163840 32 8 32 349.37355257020965
174080 32 8 32 349.25144034353343
184320 32 8 32 349.32700064808057
194560 32 8 32 347.19498881990813
204800 32 8 32 348.3050136279294
215040 32 8 32 346.54319213782486
225280 32 8 32 338.5278438032209
235520 32 8 32 345.58273563985034
245760 32 8 32 344.5460034767913
256000 32 8 32 343.26359663806454
266240 32 8 32 342.45899800232905
276480 32 8 32 341.0284840598322
286720 32 8 32 340.23139872027605
296960 32 8 32 338.0358443962577
307200 32 8 32 335.266001903473
317440 32 8 32 335.0578928869427
327680 32 8 32 334.4985762347802
337920 32 8 32 333.7794929767435
348160 32 8 32 332.87443052441716
358400 32 8 32 330.9419552379346
368640 32 8 32 331.1879664481878
378880 32 8 32 329.4116401727608
389120 32 8 32 329.9203968883227
399360 32 8 32 328.9036070201891
409600 32 8 32 327.854782750342
419840 32 8 32 315.645426335352
430080 32 8 32 326.8909971465472
440320 32 8 32 325.6919604525835
450560 32 8 32 324.6223131250377
460800 32 8 32 325.87362305968287
471040 32 8 32 324.5684108294259
481280 32 8 32 325.9962770517526
491520 32 8 32 326.4420655621727
501760 32 8 32 325.846647156051
512000 32 8 32 325.82639394536636
522240 32 8 32 325.5228959858847
532480 32 8 32 325.5142452473179
542720 32 8 32 325.70844491908065
552960 32 8 32 324.9183354388689
563200 32 8 32 325.67614464498655
573440 32 8 32 325.7118669040585
583680 32 8 32 325.8344699472922
593920 32 8 32 324.9813844250263
604160 32 8 32 325.3588329643897
614400 32 8 32 325.70222720988306
624640 32 8 32 325.93512628373946
634880 32 8 32 325.7260833909744
645120 32 8 32 326.060943735049
655360 32 8 32 326.101586466457
665600 32 8 32 326.3654924639872
675840 32 8 32 326.3216702673192
686080 32 8 32 326.6591080025129
696320 32 8 32 326.5481029116943
706560 32 8 32 326.23877256512526
716800 32 8 32 326.3872265212237
727040 32 8 32 326.452124305357
737280 32 8 32 326.97583548828345
747520 32 8 32 327.07690310305196
757760 32 8 32 326.890995089433
768000 32 8 32 326.49161304074937
778240 32 8 32 327.4596693525752
788480 32 8 32 327.7809360202649
798720 32 8 32 327.7209216795965
808960 32 8 32 327.75932156096155
819200 32 8 32 327.9932771986457
829440 32 8 32 313.6239612397215
839680 32 8 32 327.6230949514968
849920 32 8 32 327.378456069361
860160 32 8 32 328.1123177064069
870400 32 8 32 327.7051273629805
880640 32 8 32 328.2781988437603
890880 32 8 32 328.0334601986131
901120 32 8 32 328.2863785646361
911360 32 8 32 298.16694774752796
921600 32 8 32 328.6486161893523
931840 32 8 32 301.1551439086748
942080 32 8 32 329.3045754875174
952320 32 8 32 301.3094382015373
962560 32 8 32 329.08183805789963
972800 32 8 32 301.14860792713756
983040 32 8 32 328.9366774350391
993280 32 8 32 301.0509533334877
1003520 32 8 32 329.24500338547386
1013760 32 8 32 328.8311957260521
1024000 32 8 32 320.6003412417709
1034240 32 8 32 298.3394570523631
1044480 32 8 32 329.35318409099597
1054720 32 8 32 298.80338167726666
1064960 32 8 32 329.8812771538346
1075200 32 8 32 298.73638267535495
1085440 32 8 32 329.537594241131
1095680 32 8 32 322.47850461851516
1105920 32 8 32 316.778508702247
1116160 32 8 32 333.7077992090996
1126400 32 8 32 314.09110212024035
1136640 32 8 32 312.30933951138985
1146880 32 8 32 292.82123322288993
1157120 32 8 32 344.1705195678441
1167360 32 8 32 354.59262888932443
1177600 32 8 32 350.42084535663184
1187840 32 8 32 386.56014688634474
1198080 32 8 32 351.6513962379805
1208320 32 8 32 363.89404059440767
1218560 32 8 32 350.49283202207016
1228800 32 8 32 313.2854213476381
1239040 32 8 32 306.4867254358643
1249280 32 8 32 352.4448387308494
1259520 32 8 32 349.4814900640666
1269760 32 8 32 349.5747922663894
1280000 32 8 32 347.4919807416059
1290240 32 8 32 319.6670428486562
1300480 32 8 32 329.95160534710874
1310720 32 8 32 315.45714353874104
1320960 32 8 32 316.1482328920293
1331200 32 8 32 308.00642466909574
1341440 32 8 32 307.7047478502943
1351680 32 8 32 377.35292853310995
1361920 32 8 32 319.98232222591247
1372160 32 8 32 331.46493633374115
1382400 32 8 32 288.64687956762145
1392640 32 8 32 395.4509725068336
1402880 32 8 32 305.85864510492087
1413120 32 8 32 394.0029701585166
1423360 32 8 32 335.40861357058697
1433600 32 8 32 330.96784938576576
1443840 32 8 32 330.6919610943112
1454080 32 8 32 330.04595088130293
1464320 32 8 32 330.7602934758899
1474560 32 8 32 330.32347303322115
1484800 32 8 32 330.80078178516374
1495040 32 8 32 329.79298761204507
1505280 32 8 32 329.86576601626797
1515520 32 8 32 332.34358893767427
1525760 32 8 32 330.3935586675866
1536000 32 8 32 329.77755573250613
1546240 32 8 32 330.45828863775154
1556480 32 8 32 329.9435181618737
1566720 32 8 32 329.54618729994223
1576960 32 8 32 330.493188721049
1587200 32 8 32 314.8121783366666
1597440 32 8 32 316.9822573153262
1607680 32 8 32 301.64688565795416
1617920 32 8 32 304.95133145489496
1628160 32 8 32 300.76557000780167
1638400 32 8 32 304.2252788037646
1648640 32 8 32 302.1977252888676
1658880 32 8 32 301.2094448780998
1669120 32 8 32 305.3015751817232
1679360 32 8 32 301.00406856997165
1689600 32 8 32 305.09491987105883
1699840 32 8 32 305.1651738972422
1710080 32 8 32 308.5739784396415
1720320 32 8 32 305.05842029235936
1730560 32 8 32 303.604688624839
1740800 32 8 32 303.5081960717614
1751040 32 8 32 300.0678949520086
1761280 32 8 32 304.2809384724389
1771520 32 8 32 303.56248409293346
1781760 32 8 32 300.40022539427787
1792000 32 8 32 304.31600242789347
1802240 32 8 32 301.06188025334626
1812480 32 8 32 305.4665072650369
1822720 32 8 32 300.8292903984332
1832960 32 8 32 305.4891552039581
1843200 32 8 32 301.0939072711443
1853440 32 8 32 305.48119018191215
1863680 32 8 32 301.3587684169126
1873920 32 8 32 305.6519623170655
1884160 32 8 32 301.44054504139945
1894400 32 8 32 305.697017786008
1904640 32 8 32 301.2421572107713
1914880 32 8 32 305.58605303288806
1925120 32 8 32 301.49594748565806
1935360 32 8 32 305.6024034324723
1945600 32 8 32 301.49851251429595
1955840 32 8 32 305.2147306495371
1966080 32 8 32 301.34088210294567
1976320 32 8 32 305.1308181780161
1986560 32 8 32 301.38717174953973
1996800 32 8 32 305.24282104874163
2007040 32 8 32 301.2063496965489
2017280 32 8 32 305.2822317886962
2027520 32 8 32 294.63997273546426
2037760 32 8 32 301.91881529978644
2048000 32 8 32 302.06096233986983
